,prompts,outputs_tags,tags,values
4034,¿Cuáles son  los codigos de la marca andes origen rubia?,codigo,marca,andes origen rubia
4035,¿Cual es  el stock del codigo 22294?,stock,codigo,22294
4036,¿Cual es  el calibre del codigo 18743?,calibre,codigo,18743
4037,¿Cuáles son el negocio del codigo 22653?,negocio,codigo,22653
4038,¿Cual es la marca del codigo 12161?,marca,codigo,12161
4039,¿Cual es  el calibre del codigo 12204?,calibre,codigo,12204
4040,¿Cuáles son el negocio del codigo 22318?,negocio,codigo,22318
4041,¿Cual es  el stock del codigo 14624?,stock,codigo,14624
4042,¿Cual es  el calibre del codigo 22013?,calibre,codigo,22013
4043,¿Cual es  el stock del codigo 2555?,stock,codigo,2555
4044,¿Cual es la marca del codigo 50?,marca,codigo,50
4045,¿Cual es  el stock del codigo 13224?,stock,codigo,13224
4046,¿Cual es la marca del codigo 76376?,marca,codigo,76376
4047,¿Cuáles son el negocio del codigo 7914?,negocio,codigo,7914
4048,¿Cual es  el calibre del codigo 23316?,calibre,codigo,23316
4049,¿Cual es la marca del codigo 22478?,marca,codigo,22478
4050,¿Cual es  el calibre del codigo 21560?,calibre,codigo,21560
4051,¿Cual es  el stock del codigo 22437?,stock,codigo,22437
4052,¿Cual es  el stock del codigo 13500?,stock,codigo,13500
4053,¿Cual es la marca del codigo 24115?,marca,codigo,24115
4054,¿Cuáles son el negocio del codigo 7618?,negocio,codigo,7618
4055,¿Cuáles son  los stocks de la marca mirinda?,stock,marca,mirinda
4056,¿Cual es la marca del codigo 11068?,marca,codigo,11068
4057,¿Cual es  el calibre del codigo 100?,calibre,codigo,100
4058,¿Cual es  el stock del codigo 22336?,stock,codigo,22336
4059,¿Cuáles son  los stocks de la marca lpqtp?,stock,marca,lpqtp
4060,¿Cuáles son  los codigos de la marca patagonia ipa?,codigo,marca,patagonia ipa
4061,¿Cual es  el calibre del codigo 7478?,calibre,codigo,7478
4062,¿Cual es  el calibre del codigo 21561?,calibre,codigo,21561
4063,¿Cual es la marca del codigo 17358?,marca,codigo,17358
4064,¿Cual es  el stock del codigo 21455?,stock,codigo,21455
4065,¿Cual es la marca del codigo 22327?,marca,codigo,22327
4066,¿Cuáles son  los codigos de la marca skol?,codigo,marca,skol
4067,¿Cuáles son el negocio del codigo 76370?,negocio,codigo,76370
4068,¿Cual es  el calibre del codigo 23061?,calibre,codigo,23061
4069,¿Cual es  el stock del codigo 2449?,stock,codigo,2449
4070,¿Cuáles son el negocio del codigo 10575?,negocio,codigo,10575
4071,¿Cual es  el stock del codigo 2291?,stock,codigo,2291
4072,¿Cual es  el calibre del codigo 14100?,calibre,codigo,14100
4073,¿Cual es la marca del codigo 1439?,marca,codigo,1439
4074,¿Cual es  el calibre del codigo 2555?,calibre,codigo,2555
4075,¿Cual es la marca del codigo 2853?,marca,codigo,2853
4076,¿Cual es  el calibre del codigo 19261?,calibre,codigo,19261
4077,¿Cuáles son las marcas del calibre 2000 reco?,marca,calibre,2000 reco
4078,¿Cuáles son el negocio del codigo 22390?,negocio,codigo,22390
4079,¿Cual es la marca del codigo 14622?,marca,codigo,14622
4080,¿Cuáles son  los stocks de la marca stout quilmes?,stock,marca,stout quilmes
4081,¿Cuáles son el negocio del codigo 18357?,negocio,codigo,18357
4082,¿Cuáles son el negocio del codigo 15159?,negocio,codigo,15159
4083,¿Cual es  el stock del codigo 667?,stock,codigo,667
4084,¿Cual es  el calibre del codigo 20471?,calibre,codigo,20471
4085,¿Cual es la marca del codigo 5403?,marca,codigo,5403
4086,¿Cual es  el stock del codigo 2079?,stock,codigo,2079
4087,¿Cual es la marca del codigo 10808?,marca,codigo,10808
4088,¿Cual es la marca del codigo 19340?,marca,codigo,19340
4089,¿Cual es  el stock del codigo 2157?,stock,codigo,2157
4090,¿Cual es  el stock del codigo 11072?,stock,codigo,11072
4091,¿Cual es  el calibre del codigo 24878?,calibre,codigo,24878
4092,¿Cual es la marca del codigo 18694?,marca,codigo,18694
4093,¿Cual es  el calibre del codigo 15159?,calibre,codigo,15159
4094,¿Cual es  el calibre del codigo 7190?,calibre,codigo,7190
4095,¿Cuáles son  los calibres de la marca temple honey?,calibre,marca,temple honey
4096,¿Cual es la marca del codigo 281?,marca,codigo,281
4097,¿Cual es  el stock del codigo 23231?,stock,codigo,23231
4098,¿Cual es  el calibre del codigo 7698?,calibre,codigo,7698
4099,¿Cual es  el stock del codigo 22059?,stock,codigo,22059
4100,¿Cual es  el calibre del codigo 19539?,calibre,codigo,19539
4101,¿Cual es la marca del codigo 7633?,marca,codigo,7633
4102,¿Cual es  el calibre del codigo 24359?,calibre,codigo,24359
4103,¿Cuáles son  los calibres de la marca andes origen?,calibre,marca,andes origen
4104,¿Cuáles son el negocio del codigo 22161?,negocio,codigo,22161
4105,¿Cual es la marca del codigo 1637?,marca,codigo,1637
4106,¿Cuáles son  los stocks de la marca quilmes 1890?,stock,marca,quilmes 1890
4107,¿Cuáles son el negocio del codigo 16709?,negocio,codigo,16709
4108,¿Cual es la marca del codigo 14188?,marca,codigo,14188
4109,¿Cual es  el stock del codigo 17994?,stock,codigo,17994
4110,¿Cual es la marca del codigo 15159?,marca,codigo,15159
4111,¿Cual es  el stock del codigo 22614?,stock,codigo,22614
4112,¿Cuáles son el negocio del codigo 24172?,negocio,codigo,24172
4113,¿Cual es el negocio de la marca patagonia octubrefest?,negocio,marca,patagonia octubrefest
4114,¿Cual es  el stock del codigo 974?,stock,codigo,974
4115,¿Cuáles son  los stocks del calibre 2250?,stock,calibre,2250
4116,¿Cual es el negocio de la marca gran dante?,negocio,marca,gran dante
4117,¿Cual es  el calibre del codigo 23958?,calibre,codigo,23958
4118,¿Cuáles son el negocio del codigo 21474?,negocio,codigo,21474
4119,¿Cual es  el stock del codigo 16754?,stock,codigo,16754
4120,¿Cual es  el stock del codigo 17093?,stock,codigo,17093
4121,¿Cual es  el stock del codigo 22478?,stock,codigo,22478
4122,¿Cual es  el stock del codigo 14623?,stock,codigo,14623
4123,¿Cual es la marca del codigo 138?,marca,codigo,138
4124,¿Cuáles son el negocio del codigo 21464?,negocio,codigo,21464
4125,¿Cuáles son  los calibres de la marca iguana summer?,calibre,marca,iguana summer
4126,¿Cual es la marca del codigo 1487?,marca,codigo,1487
4127,¿Cual es  el calibre del codigo 22970?,calibre,codigo,22970
4128,¿Cuáles son el negocio del calibre 2250 reco?,negocio,calibre,2250 reco
4129,¿Cual es  el calibre del codigo 10575?,calibre,codigo,10575
4130,¿Cual es  el stock del codigo 1413?,stock,codigo,1413
4131,¿Cual es  el calibre del codigo 19365?,calibre,codigo,19365
4132,¿Cual es  el calibre del codigo 7986?,calibre,codigo,7986
4133,¿Cual es  el calibre del codigo 473?,calibre,codigo,473
4134,¿Cuáles son el negocio del codigo 26?,negocio,codigo,26
4135,¿Cual es el negocio de la marca andes origen negra?,negocio,marca,andes origen negra
4136,¿Cual es  el calibre del codigo 20748?,calibre,codigo,20748
4137,¿Cuáles son el negocio del codigo 5742?,negocio,codigo,5742
4138,¿Cual es  el stock del codigo 2900?,stock,codigo,2900
4139,¿Cual es  el calibre del codigo 20668?,calibre,codigo,20668
4140,¿Cual es  el stock del codigo 2853?,stock,codigo,2853
4141,¿Cual es  el stock del codigo 21000?,stock,codigo,21000
4142,¿Cuáles son  los codigos de la marca rockstar?,codigo,marca,rockstar
4143,¿Cual es  el calibre del codigo 76368?,calibre,codigo,76368
4144,¿Cuáles son el negocio del codigo 22061?,negocio,codigo,22061
4145,¿Cual es la marca del codigo 17990?,marca,codigo,17990
4146,¿Cuáles son el negocio del codigo 22320?,negocio,codigo,22320
4147,¿Cuáles son el negocio del codigo 8412?,negocio,codigo,8412
4148,¿Cual es  el stock del codigo 18066?,stock,codigo,18066
4149,¿Cual es la marca del codigo 11067?,marca,codigo,11067
4150,¿Cual es  el calibre del codigo 76344?,calibre,codigo,76344
4151,¿Cuáles son  los codigos de la marca stella artois?,codigo,marca,stella artois
4152,¿Cual es  el calibre del codigo 22064?,calibre,codigo,22064
4153,¿Cual es  el calibre del codigo 2436?,calibre,codigo,2436
4154,¿Cuáles son  los stocks de la marca h2oh?,stock,marca,h2oh
4155,¿Cual es  el stock del codigo 14191?,stock,codigo,14191
4156,¿Cual es  el calibre del codigo 24343?,calibre,codigo,24343
4157,¿Cual es la marca del codigo 2650?,marca,codigo,2650
4158,¿Cual es  el calibre del codigo 1422?,calibre,codigo,1422
4159,¿Cual es  el calibre del codigo 17993?,calibre,codigo,17993
4160,¿Cual es  el calibre del codigo 21018?,calibre,codigo,21018
4161,¿Cuáles son  los stocks de la marca quilmes 0.0%?,stock,marca,quilmes 0.0%
4162,¿Cual es  el stock del codigo 814?,stock,codigo,814
4163,¿Cuáles son el negocio del codigo 1606?,negocio,codigo,1606
4164,¿Cual es  el stock del codigo 21929?,stock,codigo,21929
4165,¿Cual es  el calibre del codigo 24253?,calibre,codigo,24253
4166,¿Cual es la marca del codigo 18354?,marca,codigo,18354
4167,¿Cual es  el calibre del codigo 19533?,calibre,codigo,19533
4168,¿Cual es la marca del codigo 5637?,marca,codigo,5637
4169,¿Cual es  el stock del codigo 21984?,stock,codigo,21984
4170,¿Cual es la marca del codigo 11071?,marca,codigo,11071
4171,¿Cual es  el stock del codigo 1322?,stock,codigo,1322
4172,¿Cuáles son las marcas del calibre 2250 reco?,marca,calibre,2250 reco
4173,¿Cual es  el stock del codigo 740?,stock,codigo,740
4174,¿Cual es  el calibre del codigo 14097?,calibre,codigo,14097
4175,¿Cuáles son el negocio del codigo 18558?,negocio,codigo,18558
4176,¿Cual es la marca del codigo 21680?,marca,codigo,21680
4177,¿Cuáles son el negocio del codigo 18592?,negocio,codigo,18592
4178,¿Cual es  el stock del codigo 811?,stock,codigo,811
4179,¿Cuáles son el negocio del codigo 21507?,negocio,codigo,21507
4180,¿Cuáles son el negocio del codigo 21698?,negocio,codigo,21698
4181,¿Cual es  el stock del codigo 21018?,stock,codigo,21018
4182,¿Cual es  el calibre del codigo 11067?,calibre,codigo,11067
4183,¿Cuáles son  los calibres de la marca ao miel?,calibre,marca,ao miel
4184,¿Cual es  el calibre del codigo 19542?,calibre,codigo,19542
4185,¿Cual es  el stock del codigo 10810?,stock,codigo,10810
4186,¿Cual es  el calibre del codigo 12165?,calibre,codigo,12165
4187,¿Cual es  el stock del codigo 23427?,stock,codigo,23427
4188,¿Cual es  el calibre del codigo 21680?,calibre,codigo,21680
4189,¿Cual es  el stock del codigo 22016?,stock,codigo,22016
4190,¿Cual es la marca del codigo 16400?,marca,codigo,16400
4191,¿Cual es  el stock del codigo 2658?,stock,codigo,2658
4192,¿Cual es  el calibre del codigo 19727?,calibre,codigo,19727
4193,¿Cual es  el calibre del codigo 14194?,calibre,codigo,14194
4194,¿Cual es  el stock del codigo 62?,stock,codigo,62
4195,¿Cuáles son el negocio del codigo 2428?,negocio,codigo,2428
4196,¿Cuáles son el negocio del codigo 659?,negocio,codigo,659
4197,¿Cual es la marca del codigo 22496?,marca,codigo,22496
4198,¿Cuáles son el negocio del codigo 22996?,negocio,codigo,22996
4199,¿Cuáles son el negocio del codigo 21902?,negocio,codigo,21902
4200,¿Cual es  el calibre del codigo 2854?,calibre,codigo,2854
4201,¿Cual es  el calibre del codigo 7116?,calibre,codigo,7116
4202,¿Cual es  el calibre del codigo 1495?,calibre,codigo,1495
4203,¿Cual es  el stock del codigo 24115?,stock,codigo,24115
4204,¿Cual es  el stock del codigo 7017?,stock,codigo,7017
4205,¿Cual es  el stock del codigo 19088?,stock,codigo,19088
4206,¿Cual es  el calibre del codigo 22334?,calibre,codigo,22334
4207,¿Cual es  el calibre del codigo 24172?,calibre,codigo,24172
4208,¿Cuáles son el negocio del codigo 24116?,negocio,codigo,24116
4209,¿Cual es  el calibre del codigo 22502?,calibre,codigo,22502
4210,¿Cuáles son el negocio del codigo 20498?,negocio,codigo,20498
4211,¿Cuáles son  los stocks del calibre 355 lata?,stock,calibre,355 lata
4212,¿Cual es  el calibre del codigo 7490?,calibre,codigo,7490
4213,¿Cual es la marca del codigo 10544?,marca,codigo,10544
4214,¿Cual es  el calibre del codigo 22061?,calibre,codigo,22061
4215,¿Cual es la marca del codigo 14099?,marca,codigo,14099
4216,¿Cual es la marca del codigo 22501?,marca,codigo,22501
4217,¿Cual es la marca del codigo 76370?,marca,codigo,76370
4218,¿Cual es el negocio de la marca blasfemia?,negocio,marca,blasfemia
4219,¿Cuáles son el negocio del codigo 11743?,negocio,codigo,11743
4220,¿Cual es  el stock del codigo 17904?,stock,codigo,17904
4221,¿Cual es la marca del codigo 22321?,marca,codigo,22321
4222,¿Cuáles son el negocio del codigo 13600?,negocio,codigo,13600
4223,¿Cual es  el stock del codigo 22589?,stock,codigo,22589
4224,¿Cual es  el calibre del codigo 18357?,calibre,codigo,18357
4225,¿Cual es la marca del codigo 2583?,marca,codigo,2583
4226,¿Cual es  el stock del codigo 24248?,stock,codigo,24248
4227,¿Cuáles son el negocio del codigo 7658?,negocio,codigo,7658
4228,¿Cual es  el calibre del codigo 18066?,calibre,codigo,18066
4229,¿Cuáles son el negocio del codigo 8413?,negocio,codigo,8413
4230,¿Cual es  el calibre del codigo 2418?,calibre,codigo,2418
4231,¿Cual es la marca del codigo 15136?,marca,codigo,15136
4232,¿Cual es  el calibre del codigo 22649?,calibre,codigo,22649
4233,¿Cual es  el calibre del codigo 2218?,calibre,codigo,2218
4234,¿Cual es la marca del codigo 745?,marca,codigo,745
4235,¿Cuáles son el negocio del codigo 22691?,negocio,codigo,22691
4236,¿Cual es  el calibre del codigo 21033?,calibre,codigo,21033
4237,¿Cual es la marca del codigo 22172?,marca,codigo,22172
4238,¿Cuáles son el negocio del codigo 23947?,negocio,codigo,23947
4239,¿Cual es  el calibre del codigo 5642?,calibre,codigo,5642
4240,¿Cual es la marca del codigo 8228?,marca,codigo,8228
4241,¿Cuáles son el negocio del calibre 1650?,negocio,calibre,1650
4242,¿Cual es  el calibre del codigo 23111?,calibre,codigo,23111
4243,¿Cuáles son  los stocks de la marca andes origen?,stock,marca,andes origen
4244,¿Cual es  el calibre del codigo 17091?,calibre,codigo,17091
4245,¿Cual es  el calibre del codigo 7126?,calibre,codigo,7126
4246,¿Cuáles son el negocio del codigo 20998?,negocio,codigo,20998
4247,¿Cuáles son  los stocks del calibre 1250?,stock,calibre,1250
4248,¿Cual es  el calibre del codigo 7006?,calibre,codigo,7006
4249,¿Cual es la marca del codigo 11069?,marca,codigo,11069
4250,¿Cuáles son el negocio del codigo 1418?,negocio,codigo,1418
4251,¿Cual es  el calibre del codigo 974?,calibre,codigo,974
4252,¿Cuáles son el negocio del codigo 18281?,negocio,codigo,18281
4253,¿Cual es  el calibre del codigo 22172?,calibre,codigo,22172
4254,¿Cual es  el calibre del codigo 23262?,calibre,codigo,23262
4255,¿Cual es la marca del codigo 22946?,marca,codigo,22946
4256,¿Cuáles son el negocio del codigo 22471?,negocio,codigo,22471
4257,¿Cual es  el calibre del codigo 10628?,calibre,codigo,10628
4258,¿Cual es la marca del codigo 11072?,marca,codigo,11072
4259,¿Cual es la marca del codigo 18570?,marca,codigo,18570
4260,¿Cuáles son  los stocks de la marca Dr lemon?,stock,marca,Dr lemon
4261,¿Cual es la marca del codigo 8412?,marca,codigo,8412
4262,¿Cual es la marca del codigo 7126?,marca,codigo,7126
4263,¿Cuáles son las marcas del calibre 30 l?,marca,calibre,30 l
4264,¿Cuáles son el negocio del codigo 17359?,negocio,codigo,17359
4265,¿Cual es  el calibre del codigo 17953?,calibre,codigo,17953
4266,¿Cuáles son las marcas del calibre 1250 reco?,marca,calibre,1250 reco
4267,¿Cual es  el calibre del codigo 22652?,calibre,codigo,22652
4268,¿Cuáles son el negocio del codigo 21922?,negocio,codigo,21922
4269,¿Cuáles son el negocio del codigo 21473?,negocio,codigo,21473
4270,¿Cuáles son el negocio del codigo 17989?,negocio,codigo,17989
4271,¿Cuáles son el negocio del codigo 22403?,negocio,codigo,22403
4272,¿Cual es  el stock del codigo 22319?,stock,codigo,22319
4273,¿Cuáles son el negocio del codigo 20668?,negocio,codigo,20668
4274,¿Cual es  el stock del codigo 22455?,stock,codigo,22455
4275,¿Cuáles son  los codigos de la marca Vermu?,codigo,marca,Vermu
4276,¿Cual es  el calibre del codigo 7633?,calibre,codigo,7633
4277,¿Cuáles son  los codigos de la marca gran dante?,codigo,marca,gran dante
4278,¿Cuáles son el negocio del codigo 12164?,negocio,codigo,12164
4279,¿Cuáles son  los stocks de la marca patagonia abrazo oso?,stock,marca,patagonia abrazo oso
4280,¿Cuáles son  los codigos de la marca baltica?,codigo,marca,baltica
4281,¿Cual es  el stock del codigo 23316?,stock,codigo,23316
4282,¿Cual es  el stock del codigo 19366?,stock,codigo,19366
4283,¿Cual es  el stock del codigo 21683?,stock,codigo,21683
4284,¿Cual es  el stock del codigo 19493?,stock,codigo,19493
4285,¿Cual es  el stock del codigo 8411?,stock,codigo,8411
4286,¿Cual es  el stock del codigo 11461?,stock,codigo,11461
4287,¿Cual es  el calibre del codigo 21451?,calibre,codigo,21451
4288,¿Cual es  el stock del codigo 309?,stock,codigo,309
4289,¿Cual es  el calibre del codigo 5405?,calibre,codigo,5405
4290,¿Cuáles son el negocio del codigo 993?,negocio,codigo,993
4291,¿Cual es la marca del codigo 23427?,marca,codigo,23427
4292,¿Cual es la marca del codigo 13224?,marca,codigo,13224
4293,¿Cual es  el stock del codigo 16753?,stock,codigo,16753
4294,¿Cuáles son  los codigos del calibre 20 l?,codigo,calibre,20 l
4295,¿Cual es la marca del codigo 22319?,marca,codigo,22319
4296,¿Cual es  el stock del codigo 11744?,stock,codigo,11744
4297,¿Cual es  el stock del codigo 21677?,stock,codigo,21677
4298,¿Cuáles son el negocio del codigo 76356?,negocio,codigo,76356
4299,¿Cuáles son el negocio del codigo 1062?,negocio,codigo,1062
4300,¿Cuáles son las marcas del negocio Importadas?,marca,negocio,Importadas
4301,¿Cual es  el calibre del codigo 23319?,calibre,codigo,23319
4302,¿Cuáles son  los codigos de la marca iguana summer?,codigo,marca,iguana summer
4303,¿Cual es  el stock del codigo 14097?,stock,codigo,14097
