,prompts,outputs_tags,tags,values,tags2,values2
4679,¿Cuáles son el negocio del codigo 12201?,negocio,codigo,12201,,
4680,¿Cual es  el stock del codigo 1170?,stock,codigo,1170,,
4681,¿Cual es la marca del codigo 14190?,marca,codigo,14190,,
4682,¿Cuáles son  los stocks de la guarana 2000?,stock,marca,guarana,calibre,2000
4683,¿Cuáles son  los codigos de la budweiser 330?,codigo,marca,budweiser,calibre,330
4684,¿Cual es el negocio de la marca gran dante?,negocio,marca,gran dante,,
4685,¿Cual es la marca del codigo 21001?,marca,codigo,21001,,
4686,¿Cual es  el calibre del codigo 15233?,calibre,codigo,15233,,
4687,¿Cual es  el calibre del codigo 19259?,calibre,codigo,19259,,
4688,¿Cuáles son el negocio del codigo 738?,negocio,codigo,738,,
4689,¿Cuáles son el negocio del calibre 1250 reco?,negocio,calibre,1250 reco,,
4690,¿Cual es la marca del codigo 11832?,marca,codigo,11832,,
4691,¿Cual es  el calibre del codigo 8064?,calibre,codigo,8064,,
4692,¿Cual es la marca del codigo 76447?,marca,codigo,76447,,
4693,¿Cual es  el calibre del codigo 22435?,calibre,codigo,22435,,
4694,¿Cual es  el stock del codigo 1106?,stock,codigo,1106,,
4695,¿Cual es  el calibre del codigo 13600?,calibre,codigo,13600,,
4696,¿Cuáles son  los codigos de la gatorade 250?,codigo,marca,gatorade,calibre,250
4697,¿Cual es la marca del codigo 2057?,marca,codigo,2057,,
4698,¿Cuáles son  los codigos de la marca red bull?,codigo,marca,red bull,,
4699,¿Cual es  el calibre del codigo 18694?,calibre,codigo,18694,,
4700,¿Cuáles son el negocio del codigo 11071?,negocio,codigo,11071,,
4701,¿Cuáles son  los stocks de la paso de los toros 995?,stock,marca,paso de los toros,calibre,995
4702,¿Cuáles son  los codigos del negocio CORE?,codigo,negocio,CORE,,
4703,¿Cuáles son  los stocks de la mirinda 1000?,stock,marca,mirinda,calibre,1000
4704,¿Cual es  el stock del codigo 16768?,stock,codigo,16768,,
4705,¿Cual es la marca del codigo 5875?,marca,codigo,5875,,
4706,¿Cuáles son el negocio del codigo 17094?,negocio,codigo,17094,,
4707,¿Cuáles son  los stocks de la marca capriccio?,stock,marca,capriccio,,
4708,¿Cual es la marca del codigo 1439?,marca,codigo,1439,,
4709,¿Cual es la marca del codigo 16667?,marca,codigo,16667,,
4710,¿Cuáles son  los codigos de la quilmes red lager 2000?,codigo,marca,quilmes red lager,calibre,2000
4711,¿Cuáles son  los stocks de la dante 10 l?,stock,marca,dante,calibre,10 l
4712,¿Cuáles son el negocio del codigo 133?,negocio,codigo,133,,
4713,¿Cuáles son  los stocks de la hoegarden 3000?,stock,marca,hoegarden,calibre,3000
4714,¿Cual es la marca del codigo 19542?,marca,codigo,19542,,
4715,¿Cuáles son el negocio del codigo 12158?,negocio,codigo,12158,,
4716,¿Cual es  el stock del codigo 14512?,stock,codigo,14512,,
4717,¿Cuáles son  los stocks de la pepsi 500?,stock,marca,pepsi,calibre,500
4718,¿Cual es  el stock del codigo 10810?,stock,codigo,10810,,
4719,¿Cuáles son  los codigos de la patagonia ipa 1500?,codigo,marca,patagonia ipa,calibre,1500
4720,¿Cuáles son  los stocks de la gordons 740?,stock,marca,gordons,calibre,740
4721,¿Cuáles son el negocio del codigo 11755?,negocio,codigo,11755,,
4722,¿Cuáles son el negocio del codigo 61677?,negocio,codigo,61677,,
4723,¿Cuáles son  los stocks del calibre 473?,stock,calibre,473,,
4724,¿Cual es  el calibre del codigo 25135?,calibre,codigo,25135,,
4725,¿Cual es la marca del codigo 22469?,marca,codigo,22469,,
4726,¿Cual es  el calibre del codigo 22695?,calibre,codigo,22695,,
4727,¿Cual es la marca del codigo 23109?,marca,codigo,23109,,
4728,¿Cuáles son el negocio del calibre 710?,negocio,calibre,710,,
4729,¿Cual es  el calibre del codigo 76376?,calibre,codigo,76376,,
4730,¿Cual es la marca del codigo 18588?,marca,codigo,18588,,
4731,¿Cual es  el calibre del codigo 7985?,calibre,codigo,7985,,
4732,¿Cual es la marca del codigo 14221?,marca,codigo,14221,,
4733,¿Cual es  el stock del codigo 742?,stock,codigo,742,,
4734,¿Cuáles son el negocio del codigo 21779?,negocio,codigo,21779,,
4735,¿Cuáles son el negocio del codigo 2410?,negocio,codigo,2410,,
4736,¿Cual es  el stock del codigo 701?,stock,codigo,701,,
4737,¿Cuáles son  los codigos de la guarana 330 s/r?,codigo,marca,guarana,calibre,330 s/r
4738,¿Cuáles son  los stocks del calibre 355 lata?,stock,calibre,355 lata,,
4739,¿Cual es la marca del codigo 16527?,marca,codigo,16527,,
4740,¿Cuáles son  los stocks de la mirinda 50 l?,stock,marca,mirinda,calibre,50 l
4741,¿Cual es  el calibre del codigo 17850?,calibre,codigo,17850,,
4742,¿Cuáles son  los codigos de la marca dante robino?,codigo,marca,dante robino,,
4743,¿Cuáles son el negocio del codigo 819?,negocio,codigo,819,,
4744,¿Cuáles son  los stocks de la andes origen 50 l?,stock,marca,andes origen,calibre,50 l
4745,¿Cual es  el stock del codigo 22498?,stock,codigo,22498,,
4746,¿Cual es  el stock del codigo 22454?,stock,codigo,22454,,
4747,¿Cual es la marca del codigo 17989?,marca,codigo,17989,,
4748,¿Cuáles son el negocio del codigo 20443?,negocio,codigo,20443,,
4749,¿Cual es la marca del codigo 18569?,marca,codigo,18569,,
4750,¿Cuáles son  los stocks de la quilmes 1890 1000  tetra?,stock,marca,quilmes 1890,calibre,1000  tetra
4751,¿Cuáles son  los stocks de la patagonia amber lager 1200?,stock,marca,patagonia amber lager,calibre,1200
4752,¿Cual es  el calibre del codigo 23109?,calibre,codigo,23109,,
4753,¿Cuáles son el negocio del codigo 1322?,negocio,codigo,1322,,
4754,¿Cual es el negocio de la marca Dr lemon?,negocio,marca,Dr lemon,,
4755,¿Cual es la marca del codigo 22501?,marca,codigo,22501,,
4756,¿Cual es  el stock del codigo 13952?,stock,codigo,13952,,
4757,¿Cual es la marca del codigo 16313?,marca,codigo,16313,,
4758,¿Cuáles son el negocio del codigo 8101?,negocio,codigo,8101,,
4759,¿Cuáles son  los codigos de la stella artois noire 300?,codigo,marca,stella artois noire,calibre,300
4760,¿Cual es  el calibre del codigo 18595?,calibre,codigo,18595,,
4761,¿Cual es  el calibre del codigo 1424?,calibre,codigo,1424,,
4762,¿Cuáles son  los codigos de la Campari 50 l barril?,codigo,marca,Campari,calibre,50 l barril
4763,¿Cuáles son  los stocks de la brahma 30 l barril?,stock,marca,brahma,calibre,30 l barril
4764,¿Cuáles son  los stocks de la pat solcitra 700?,stock,marca,pat solcitra,calibre,700
4765,¿Cual es la marca del codigo 5294?,marca,codigo,5294,,
4766,¿Cuáles son el negocio del codigo 7150?,negocio,codigo,7150,,
4767,¿Cuáles son el negocio del codigo 667?,negocio,codigo,667,,
4768,¿Cuáles son  los codigos del calibre 1000  tetra?,codigo,calibre,1000  tetra,,
4769,¿Cuáles son  los stocks de la awafrut 354?,stock,marca,awafrut,calibre,354
4770,¿Cual es la marca del codigo 62112?,marca,codigo,62112,,
4771,¿Cual es  el stock del codigo 19280?,stock,codigo,19280,,
4772,¿Cuáles son  los stocks de la leffe 210?,stock,marca,leffe,calibre,210
4773,¿Cual es  el calibre del codigo 14941?,calibre,codigo,14941,,
4774,¿Cual es  el stock del codigo 17990?,stock,codigo,17990,,
4775,¿Cuáles son  los stocks de la pat sendero 200?,stock,marca,pat sendero,calibre,200
4776,¿Cuáles son  los codigos de la andes porter 355 botella?,codigo,marca,andes porter,calibre,355 botella
4777,¿Cual es la marca del codigo 17954?,marca,codigo,17954,,
4778,¿Cual es  el calibre del codigo 16315?,calibre,codigo,16315,,
4779,¿Cual es  el calibre del codigo 22501?,calibre,codigo,22501,,
4780,¿Cual es  el stock del codigo 5646?,stock,codigo,5646,,
4781,¿Cuáles son  los stocks del negocio Importadas?,stock,negocio,Importadas,,
4782,¿Cuáles son el negocio del codigo 14196?,negocio,codigo,14196,,
4783,¿Cual es  el calibre del codigo 13500?,calibre,codigo,13500,,
4784,¿Cuáles son  los codigos de la eco de los andes 6.3 bidon?,codigo,marca,eco de los andes,calibre,6.3 bidon
4785,¿Cual es  el calibre del codigo 352?,calibre,codigo,352,,
4786,¿Cual es la marca del codigo 2006?,marca,codigo,2006,,
4787,¿Cuáles son el negocio del codigo 281?,negocio,codigo,281,,
4788,¿Cuáles son  los stocks de la stella artois noire 350?,stock,marca,stella artois noire,calibre,350
4789,¿Cuáles son  los codigos de la gatorade 1250?,codigo,marca,gatorade,calibre,1250
4790,¿Cuáles son  los stocks de la guarana 340?,stock,marca,guarana,calibre,340
4791,¿Cual es  el calibre del codigo 819?,calibre,codigo,819,,
4792,¿Cual es  el stock del codigo 22478?,stock,codigo,22478,,
4793,¿Cuáles son  los codigos de la quilmes 330?,codigo,marca,quilmes,calibre,330
4794,¿Cuáles son  los codigos de la patagonia weisse barril 10 l?,codigo,marca,patagonia weisse,calibre,barril 10 l
4795,¿Cual es  el stock del codigo 16767?,stock,codigo,16767,,
4796,¿Cuáles son el negocio del codigo 11419?,negocio,codigo,11419,,
4797,¿Cuáles son  los codigos de la quilmes bajo cero 210?,codigo,marca,quilmes bajo cero,calibre,210
4798,¿Cuáles son el negocio del codigo 2006?,negocio,codigo,2006,,
4799,¿Cual es  el calibre del codigo 18562?,calibre,codigo,18562,,
4800,¿Cual es  el stock del codigo 5322?,stock,codigo,5322,,
4801,¿Cuáles son el negocio del calibre 210?,negocio,calibre,210,,
4802,¿Cuáles son  los codigos de la marca quilmes o.0%?,codigo,marca,quilmes o.0%,,
4803,¿Cual es  el calibre del codigo 19112?,calibre,codigo,19112,,
4804,¿Cual es la marca del codigo 22383?,marca,codigo,22383,,
4805,¿Cual es  el stock del codigo 1401?,stock,codigo,1401,,
4806,¿Cuáles son  los stocks de la leffe barril 10 l?,stock,marca,leffe,calibre,barril 10 l
4807,¿Cuáles son  los codigos del calibre 250?,codigo,calibre,250,,
4808,¿Cuáles son  los codigos de la budweiser 750?,codigo,marca,budweiser,calibre,750
4809,¿Cual es la marca del codigo 7698?,marca,codigo,7698,,
4810,¿Cual es el negocio de la marca patagonia octubrefest?,negocio,marca,patagonia octubrefest,,
4811,¿Cuáles son  los stocks de la marca andes origen roja?,stock,marca,andes origen roja,,
4812,¿Cuáles son  los stocks de la patagonia weisse 410?,stock,marca,patagonia weisse,calibre,410
4813,¿Cuáles son  los calibres de la marca patagonia vera ipa?,calibre,marca,patagonia vera ipa,,
4814,¿Cuáles son  los codigos de la patagonia vera ipa 1000?,codigo,marca,patagonia vera ipa,calibre,1000
4815,¿Cuáles son el negocio del codigo 15163?,negocio,codigo,15163,,
4816,¿Cuáles son  los codigos de la 7 up 20 l barril?,codigo,marca,7 up,calibre,20 l barril
4817,¿Cual es la marca del codigo 23106?,marca,codigo,23106,,
4818,¿Cual es  el stock del codigo 2410?,stock,codigo,2410,,
4819,¿Cuáles son  los stocks de la patagonia bohemian pilsener 355 lata?,stock,marca,patagonia bohemian pilsener,calibre,355 lata
4820,¿Cual es la marca del codigo 22484?,marca,codigo,22484,,
4821,¿Cuáles son el negocio del codigo 14510?,negocio,codigo,14510,,
4822,¿Cual es la marca del codigo 2291?,marca,codigo,2291,,
4823,¿Cuáles son  los stocks de la gatorade 210?,stock,marca,gatorade,calibre,210
4824,¿Cuáles son el negocio del codigo 22499?,negocio,codigo,22499,,
4825,¿Cuáles son el negocio del codigo 16752?,negocio,codigo,16752,,
4826,¿Cuáles son las marcas del calibre 210?,marca,calibre,210,,
4827,¿Cuáles son el negocio del codigo 22506?,negocio,codigo,22506,,
4828,¿Cuáles son  los stocks del calibre 350?,stock,calibre,350,,
4829,¿Cuáles son  los stocks de la brahma 30 l?,stock,marca,brahma,calibre,30 l
4830,¿Cual es la marca del codigo 7465?,marca,codigo,7465,,
4831,¿Cuáles son el negocio del codigo 22326?,negocio,codigo,22326,,
4832,¿Cuáles son el negocio del codigo 23111?,negocio,codigo,23111,,
4833,¿Cual es  el stock del codigo 18682?,stock,codigo,18682,,
4834,¿Cuáles son  los codigos de la red bull 200?,codigo,marca,red bull,calibre,200
4835,¿Cuáles son  los stocks de la budweiser 355?,stock,marca,budweiser,calibre,355
4836,¿Cual es  el calibre del codigo 12430?,calibre,codigo,12430,,
4837,¿Cual es  el calibre del codigo 23272?,calibre,codigo,23272,,
4838,¿Cual es  el stock del codigo 7138?,stock,codigo,7138,,
4839,¿Cuáles son  los codigos de la quilmes bajo cero 6.3 bidon?,codigo,marca,quilmes bajo cero,calibre,6.3 bidon
4840,¿Cuáles son  los codigos de la paso de los toros 269?,codigo,marca,paso de los toros,calibre,269
4841,¿Cual es  el stock del codigo 8?,stock,codigo,8,,
4842,¿Cuáles son  los calibres de la marca Campari?,calibre,marca,Campari,,
4843,¿Cuáles son  los stocks de la bock quilmes 750?,stock,marca,bock quilmes,calibre,750
4844,¿Cual es  el stock del codigo 22501?,stock,codigo,22501,,
4845,¿Cual es  el calibre del codigo 21922?,calibre,codigo,21922,,
4846,¿Cuáles son  los stocks de la marca glaciar plus?,stock,marca,glaciar plus,,
4847,¿Cual es la marca del codigo 14446?,marca,codigo,14446,,
4848,¿Cuáles son  los stocks de la quilmes 1890 995?,stock,marca,quilmes 1890,calibre,995
4849,¿Cual es  el calibre del codigo 21779?,calibre,codigo,21779,,
4850,¿Cual es  el calibre del codigo 18586?,calibre,codigo,18586,,
4851,¿Cual es  el calibre del codigo 2202?,calibre,codigo,2202,,
4852,¿Cuáles son  los stocks de la nestle pureza vital 300?,stock,marca,nestle pureza vital,calibre,300
4853,¿Cual es  el stock del codigo 23417?,stock,codigo,23417,,
4854,¿Cuáles son el negocio del codigo 2110?,negocio,codigo,2110,,
4855,¿Cuáles son  los codigos de la paso de los toros 410?,codigo,marca,paso de los toros,calibre,410
4856,¿Cual es la marca del codigo 21918?,marca,codigo,21918,,
4857,¿Cual es la marca del codigo 1416?,marca,codigo,1416,,
4858,¿Cual es  el calibre del codigo 11945?,calibre,codigo,11945,,
4859,¿Cual es  el calibre del codigo 20807?,calibre,codigo,20807,,
4860,¿Cuáles son el negocio del codigo 22457?,negocio,codigo,22457,,
4861,¿Cual es  el calibre del codigo 21451?,calibre,codigo,21451,,
4862,¿Cual es la marca del codigo 14939?,marca,codigo,14939,,
4863,¿Cuáles son el negocio del codigo 22063?,negocio,codigo,22063,,
4864,¿Cuáles son  los codigos de la pat sendero 340?,codigo,marca,pat sendero,calibre,340
4865,¿Cual es la marca del codigo 19015?,marca,codigo,19015,,
4866,¿Cuáles son  los codigos de la brahma 1250 reco?,codigo,marca,brahma,calibre,1250 reco
4867,¿Cuáles son las marcas del calibre 340?,marca,calibre,340,,
4868,¿Cuáles son  los stocks de la quilmes 350?,stock,marca,quilmes,calibre,350
4869,¿Cual es la marca del codigo 10970?,marca,codigo,10970,,
4870,¿Cual es  el stock del codigo 18570?,stock,codigo,18570,,
4871,¿Cual es  el stock del codigo 5413?,stock,codigo,5413,,
4872,¿Cual es la marca del codigo 18545?,marca,codigo,18545,,
4873,¿Cual es la marca del codigo 21507?,marca,codigo,21507,,
4874,¿Cual es  el calibre del codigo 18438?,calibre,codigo,18438,,
4875,¿Cuáles son el negocio del codigo 19339?,negocio,codigo,19339,,
4876,¿Cuáles son  los codigos de la quilmes o.0% 250?,codigo,marca,quilmes o.0%,calibre,250
4877,¿Cual es  el calibre del codigo 19372?,calibre,codigo,19372,,
4878,¿Cual es  el stock del codigo 2450?,stock,codigo,2450,,
4879,¿Cual es  el calibre del codigo 2556?,calibre,codigo,2556,,
4880,¿Cuáles son  los codigos de la stella artois 30 l?,codigo,marca,stella artois,calibre,30 l
4881,¿Cual es  el stock del codigo 11072?,stock,codigo,11072,,
4882,¿Cual es  el calibre del codigo 10568?,calibre,codigo,10568,,
4883,¿Cual es la marca del codigo 18563?,marca,codigo,18563,,
4884,¿Cuáles son el negocio del codigo 5480?,negocio,codigo,5480,,
4885,¿Cuáles son  los stocks de la petit barril 10 l?,stock,marca,petit,calibre,barril 10 l
4886,¿Cual es  el calibre del codigo 24359?,calibre,codigo,24359,,
4887,¿Cuáles son  los codigos de la tratenfu 1000  tetra?,codigo,marca,tratenfu,calibre,1000  tetra
4888,¿Cuáles son  los stocks de la nestle pureza vital 2000 reco?,stock,marca,nestle pureza vital,calibre,2000 reco
4889,¿Cual es  el calibre del codigo 61678?,calibre,codigo,61678,,
4890,¿Cuáles son  los stocks de la patagonia weisse 355 botella?,stock,marca,patagonia weisse,calibre,355 botella
4891,¿Cuáles son el negocio del codigo 19189?,negocio,codigo,19189,,
4892,¿Cual es  el calibre del codigo 22172?,calibre,codigo,22172,,
4893,¿Cual es  el calibre del codigo 19534?,calibre,codigo,19534,,
4894,¿Cual es  el calibre del codigo 14446?,calibre,codigo,14446,,
4895,¿Cuáles son  los codigos de la petit 20 l barril?,codigo,marca,petit,calibre,20 l barril
4896,¿Cual es  el stock del codigo 870?,stock,codigo,870,,
4897,¿Cual es  el calibre del codigo 23111?,calibre,codigo,23111,,
4898,¿Cual es la marca del codigo 22497?,marca,codigo,22497,,
4899,¿Cuáles son el negocio del calibre 2250?,negocio,calibre,2250,,
4900,¿Cual es  el stock del codigo 21473?,stock,codigo,21473,,
4901,¿Cual es la marca del codigo 2555?,marca,codigo,2555,,
4902,¿Cuáles son el negocio del codigo 23427?,negocio,codigo,23427,,
4903,¿Cual es  el calibre del codigo 21863?,calibre,codigo,21863,,
4904,¿Cual es  el calibre del codigo 20811?,calibre,codigo,20811,,
4905,¿Cual es la marca del codigo 22500?,marca,codigo,22500,,
4906,¿Cuáles son el negocio del codigo 7490?,negocio,codigo,7490,,
4907,¿Cuáles son el negocio del codigo 18587?,negocio,codigo,18587,,
4908,¿Cual es  el stock del codigo 18568?,stock,codigo,18568,,
4909,¿Cual es la marca del codigo 14510?,marca,codigo,14510,,
4910,¿Cuáles son  los stocks de la Dr lemon 1650?,stock,marca,Dr lemon,calibre,1650
4911,¿Cuáles son  los stocks del calibre 1000  tetra?,stock,calibre,1000  tetra,,
4912,¿Cual es  el stock del codigo 21974?,stock,codigo,21974,,
4913,¿Cuáles son  los stocks de la gatorade 2000?,stock,marca,gatorade,calibre,2000
4914,¿Cuáles son  los stocks de la stella artois 330?,stock,marca,stella artois,calibre,330
4915,¿Cuáles son  los codigos de la blasfemia 50 l?,codigo,marca,blasfemia,calibre,50 l
4916,¿Cuáles son  los stocks de la mirinda 10 l?,stock,marca,mirinda,calibre,10 l
4917,¿Cual es  el calibre del codigo 21919?,calibre,codigo,21919,,
4918,¿Cuáles son el negocio del calibre 355 lata?,negocio,calibre,355 lata,,
4919,¿Cual es  el calibre del codigo 22471?,calibre,codigo,22471,,
4920,¿Cual es  el calibre del codigo 14938?,calibre,codigo,14938,,
4921,¿Cual es  el stock del codigo 18564?,stock,codigo,18564,,
4922,¿Cual es  el calibre del codigo 16768?,calibre,codigo,16768,,
4923,¿Cual es  el calibre del codigo 8065?,calibre,codigo,8065,,
